idx,image_key,question,question_type,split,reference_image,logit_Ref,logit_Know,logit_Reason,logit_Decide,p_Ref,p_Know,p_Reason,p_Decide,margin_Ref,margin_Know,margin_Reason,margin_Decide,y_Ref,y_Know,y_Reason,y_Decide,vector,active_experts,prior_vector,match_prior
803,DS-MVTec/capsule/image/crack/005.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,166.png,12.196674,5.727823,-5.587729,3.817813,0.999995,0.996756,0.003730,0.978497,+0.824995,+0.821756,-0.171270,+0.803497,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
804,DS-MVTec/capsule/image/crack/005.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,166.png,12.958151,-5.798882,-12.720529,2.839408,0.999998,0.003022,0.000003,0.944769,+0.824998,-0.171978,-0.174997,+0.769769,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
805,DS-MVTec/capsule/image/crack/005.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,166.png,4.301210,17.080875,5.951075,3.679279,0.986629,1.000000,0.997404,0.975380,+0.811629,+0.825000,+0.822404,+0.800380,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
806,DS-MVTec/capsule/image/crack/005.png,There is a defect in the object. What part of the capsule does the defect affect?,Defect Analysis,eval,166.png,-6.472968,21.393036,13.491738,3.157432,0.001542,1.000000,0.999999,0.959201,-0.173458,+0.825000,+0.824999,+0.784201,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
807,DS-MVTec/capsule/image/crack/006.png,Is there any defect in the object?,Anomaly Detection,eval,062.png,15.497608,-7.617170,-15.421836,3.203634,1.000000,0.000492,0.000000,0.960971,+0.825000,-0.174508,-0.175000,+0.785971,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
808,DS-MVTec/capsule/image/crack/006.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,062.png,12.541354,5.872789,-5.682970,3.860531,0.999996,0.997193,0.003392,0.979377,+0.824996,+0.822193,-0.171608,+0.804377,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
809,DS-MVTec/capsule/image/crack/006.png,There is a defect in the object. Where is the defect?,Defect Localization,train,062.png,13.275571,-5.644252,-12.790801,2.881414,0.999998,0.003525,0.000003,0.946920,+0.824998,-0.171475,-0.174997,+0.771920,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
810,DS-MVTec/capsule/image/crack/006.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,062.png,4.632724,17.240685,5.873409,3.721123,0.990366,1.000000,0.997195,0.976365,+0.815365,+0.825000,+0.822195,+0.801365,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
811,DS-MVTec/capsule/image/crack/006.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,062.png,-4.513956,18.740707,11.225296,2.829223,0.010836,1.000000,0.999987,0.944235,-0.164164,+0.825000,+0.824987,+0.769235,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
812,DS-MVTec/capsule/image/crack/007.png,Is there any defect in the object?,Anomaly Detection,train,024.png,14.681343,-7.496905,-14.902818,3.092950,1.000000,0.000554,0.000000,0.956601,+0.825000,-0.174446,-0.175000,+0.781601,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
813,DS-MVTec/capsule/image/crack/007.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,024.png,11.524862,6.021712,-5.031084,3.746681,0.999990,0.997580,0.006489,0.976948,+0.824990,+0.822580,-0.168511,+0.801948,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
814,DS-MVTec/capsule/image/crack/007.png,There is a defect in the object. Where is the defect?,Defect Localization,train,024.png,12.328484,-5.508055,-12.191936,2.770311,0.999996,0.004038,0.000005,0.941050,+0.824996,-0.170962,-0.174995,+0.766050,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
815,DS-MVTec/capsule/image/crack/007.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,024.png,3.619009,17.374304,6.510205,3.608305,0.973891,1.000000,0.998514,0.973617,+0.798891,+0.825000,+0.823514,+0.798617,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
816,DS-MVTec/capsule/image/crack/007.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,train,024.png,-5.766131,19.424938,12.203298,2.876132,0.003122,1.000000,0.999995,0.946654,-0.171878,+0.825000,+0.824995,+0.771654,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
817,DS-MVTec/capsule/image/crack/008.png,Is there any defect in the object?,Anomaly Detection,train,197.png,15.167090,-7.581137,-15.228990,3.163155,1.000000,0.000510,0.000000,0.959424,+0.825000,-0.174490,-0.175000,+0.784424,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
818,DS-MVTec/capsule/image/crack/008.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,197.png,12.064348,6.124369,-5.291428,3.841339,0.999994,0.997816,0.005009,0.978986,+0.824994,+0.822816,-0.169991,+0.803986,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
819,DS-MVTec/capsule/image/crack/008.png,There is a defect in the object. Where is the defect?,Defect Localization,train,197.png,12.826415,-5.429726,-12.443502,2.859450,0.999997,0.004365,0.000004,0.945805,+0.824997,-0.170635,-0.174996,+0.770805,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
820,DS-MVTec/capsule/image/crack/008.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,197.png,4.160897,17.480568,6.253621,3.702456,0.984646,1.000000,0.998080,0.975931,+0.809646,+0.825000,+0.823080,+0.800931,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
821,DS-MVTec/capsule/image/crack/008.png,There is a defect in the object. Is there an additional defect on the capsule?,Defect Analysis,train,197.png,-3.853931,13.498923,8.081471,2.323858,0.020756,0.999999,0.999691,0.910834,-0.154244,+0.824999,+0.824691,+0.735834,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
822,DS-MVTec/capsule/image/crack/009.png,Is there any defect in the object?,Anomaly Detection,train,062.png,14.981718,-7.590027,-15.145974,3.140648,1.000000,0.000505,0.000000,0.958539,+0.825000,-0.174495,-0.175000,+0.783539,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
823,DS-MVTec/capsule/image/crack/009.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,062.png,12.053661,5.533282,-5.612410,3.759953,0.999994,0.996063,0.003639,0.977245,+0.824994,+0.821063,-0.171361,+0.802245,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
824,DS-MVTec/capsule/image/crack/009.png,There is a defect in the object. Where is the defect?,Defect Localization,train,062.png,12.763849,-5.914389,-12.667085,2.785000,0.999997,0.002693,0.000003,0.941860,+0.824997,-0.172307,-0.174997,+0.766860,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
825,DS-MVTec/capsule/image/crack/009.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,062.png,4.145028,16.901108,5.944009,3.620527,0.984404,1.000000,0.997385,0.973929,+0.809404,+0.825000,+0.822385,+0.798929,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
826,DS-MVTec/capsule/image/crack/009.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,train,062.png,-5.625831,19.127819,11.984852,2.829939,0.003591,1.000000,0.999994,0.944272,-0.171409,+0.825000,+0.824994,+0.769272,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
827,DS-MVTec/capsule/image/crack/010.png,Is there any defect in the object?,Anomaly Detection,train,176.png,15.200077,-7.677170,-15.338273,3.180454,1.000000,0.000463,0.000000,0.960092,+0.825000,-0.174537,-0.175000,+0.785092,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
828,DS-MVTec/capsule/image/crack/010.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,176.png,12.209670,5.456203,-5.766547,3.795542,0.999995,0.995748,0.003121,0.978023,+0.824995,+0.820748,-0.171879,+0.803023,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
829,DS-MVTec/capsule/image/crack/010.png,There is a defect in the object. Where is the defect?,Defect Localization,train,176.png,12.974598,-6.010972,-12.862050,2.824148,0.999998,0.002446,0.000003,0.943967,+0.824998,-0.172554,-0.174997,+0.768967,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
830,DS-MVTec/capsule/image/crack/010.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,176.png,4.307751,16.818996,5.782724,3.656516,0.986715,1.000000,0.996929,0.974828,+0.811715,+0.825000,+0.821929,+0.799828,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
831,DS-MVTec/capsule/image/crack/010.png,There is a defect in the object. What effect does the defect have on the capsule?,Defect Analysis,eval,176.png,-7.006373,22.879791,14.466056,3.373256,0.000905,1.000000,1.000000,0.966858,-0.174095,+0.825000,+0.825000,+0.791858,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
832,DS-MVTec/capsule/image/crack/011.png,Is there any defect in the object?,Anomaly Detection,train,002.png,15.482812,-7.717569,-15.526569,3.218766,1.000000,0.000445,0.000000,0.961534,+0.825000,-0.174555,-0.175000,+0.786534,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
833,DS-MVTec/capsule/image/crack/011.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,002.png,12.637054,5.247991,-6.135842,3.819658,0.999997,0.994769,0.002159,0.978535,+0.824997,+0.819769,-0.172841,+0.803535,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
834,DS-MVTec/capsule/image/crack/011.png,There is a defect in the object. Where is the defect?,Defect Localization,train,002.png,13.316876,-6.155056,-13.137317,2.848758,0.999998,0.002118,0.000002,0.945255,+0.824998,-0.172882,-0.174998,+0.770254,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
835,DS-MVTec/capsule/image/crack/011.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,002.png,4.723154,16.618938,5.425386,3.680003,0.991191,1.000000,0.995616,0.975398,+0.816191,+0.825000,+0.820616,+0.800398,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
836,DS-MVTec/capsule/image/crack/011.png,There is a defect in the object. What is the potential effect of the defect?,Defect Analysis,train,002.png,-5.539745,19.079895,11.911066,2.818264,0.003912,1.000000,0.999993,0.943655,-0.171088,+0.825000,+0.824993,+0.768655,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
837,DS-MVTec/capsule/image/crack/012.png,Is there any defect in the object?,Anomaly Detection,train,173.png,15.726933,-7.791027,-15.703618,3.257256,1.000000,0.000413,0.000000,0.962933,+0.825000,-0.174587,-0.175000,+0.787933,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
838,DS-MVTec/capsule/image/crack/012.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,173.png,12.930073,5.219532,-6.297210,3.867706,0.999998,0.994619,0.001838,0.979522,+0.824998,+0.819619,-0.173162,+0.804522,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
839,DS-MVTec/capsule/image/crack/012.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,173.png,13.611297,-6.205110,-13.319569,2.895393,0.999999,0.002015,0.000002,0.947618,+0.824999,-0.172985,-0.174998,+0.772618,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
840,DS-MVTec/capsule/image/crack/012.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,173.png,5.032235,16.581181,5.249234,3.728803,0.993518,1.000000,0.994776,0.976542,+0.818518,+0.825000,+0.819776,+0.801542,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
841,DS-MVTec/capsule/image/crack/012.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,173.png,-4.182291,18.206242,10.794881,2.810864,0.015034,1.000000,0.999979,0.943260,-0.159966,+0.825000,+0.824979,+0.768260,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
842,DS-MVTec/capsule/image/crack/013.png,Is there any defect in the object?,Anomaly Detection,eval,176.png,15.120684,-7.614955,-15.244839,3.163007,1.000000,0.000493,0.000000,0.959418,+0.825000,-0.174507,-0.175000,+0.784418,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
843,DS-MVTec/capsule/image/crack/013.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,176.png,12.083465,5.736912,-5.538746,3.804325,0.999994,0.996786,0.003916,0.978211,+0.824994,+0.821786,-0.171084,+0.803211,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
844,DS-MVTec/capsule/image/crack/013.png,There is a defect in the object. Where is the defect?,Defect Localization,train,176.png,12.844147,-5.780394,-12.665027,2.826785,0.999997,0.003078,0.000003,0.944106,+0.824997,-0.171922,-0.174997,+0.769106,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
845,DS-MVTec/capsule/image/crack/013.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,176.png,4.178867,17.098484,6.010878,3.665329,0.984915,1.000000,0.997554,0.975043,+0.809915,+0.825000,+0.822554,+0.800043,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
846,DS-MVTec/capsule/image/crack/013.png,There is a defect in the object. What is the effect of the defect on the capsule?,Defect Analysis,eval,176.png,-6.470792,21.947086,13.768947,3.221675,0.001546,1.000000,0.999999,0.961642,-0.173454,+0.825000,+0.824999,+0.786642,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
847,DS-MVTec/capsule/image/crack/014.png,Is there any defect in the object?,Anomaly Detection,train,200.png,15.111647,-7.639742,-15.263594,3.166070,1.000000,0.000481,0.000000,0.959537,+0.825000,-0.174519,-0.175000,+0.784537,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
848,DS-MVTec/capsule/image/crack/014.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,200.png,12.028196,5.738187,-5.513471,3.805067,0.999994,0.996790,0.004016,0.978227,+0.824994,+0.821790,-0.170984,+0.803227,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
849,DS-MVTec/capsule/image/crack/014.png,There is a defect in the object. Where is the defect?,Defect Localization,train,200.png,12.811410,-5.777391,-12.650915,2.829356,0.999997,0.003087,0.000003,0.944242,+0.824997,-0.171913,-0.174997,+0.769242,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
850,DS-MVTec/capsule/image/crack/014.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,eval,200.png,4.121126,17.101871,6.038946,3.665917,0.984033,1.000000,0.997622,0.975057,+0.809033,+0.825000,+0.822622,+0.800057,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
851,DS-MVTec/capsule/image/crack/014.png,There is a defect in the object. How does the defect extend on the lighter-colored half of the capsule?,Defect Analysis,train,200.png,-6.811097,22.252529,14.081767,3.283616,0.001100,1.000000,0.999999,0.963862,-0.173900,+0.825000,+0.824999,+0.788862,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
852,DS-MVTec/capsule/image/crack/015.png,Is there any defect in the object?,Anomaly Detection,train,176.png,15.451913,-7.698120,-15.485028,3.213008,1.000000,0.000453,0.000000,0.961321,+0.825000,-0.174547,-0.175000,+0.786321,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
853,DS-MVTec/capsule/image/crack/015.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,176.png,12.511969,5.545900,-5.885368,3.844172,0.999996,0.996112,0.002772,0.979044,+0.824996,+0.821112,-0.172228,+0.804044,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
854,DS-MVTec/capsule/image/crack/015.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,176.png,13.239476,-5.948448,-12.976329,2.866911,0.999998,0.002603,0.000002,0.946186,+0.824998,-0.172397,-0.174998,+0.771186,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
855,DS-MVTec/capsule/image/crack/015.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,176.png,4.603836,16.909595,5.667593,3.704935,0.990086,1.000000,0.996556,0.975989,+0.815086,+0.825000,+0.821556,+0.800989,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
856,DS-MVTec/capsule/image/crack/015.png,There is a defect in the object. What is a potential effect of the defect?,Defect Analysis,train,176.png,-5.972330,19.839073,12.515813,2.938652,0.002542,1.000000,0.999996,0.949724,-0.172458,+0.825000,+0.824996,+0.774724,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
857,DS-MVTec/capsule/image/crack/016.png,Is there any defect in the object?,Anomaly Detection,train,158.png,14.782669,-7.543592,-15.000436,3.111888,1.000000,0.000529,0.000000,0.957380,+0.825000,-0.174471,-0.175000,+0.782380,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
858,DS-MVTec/capsule/image/crack/016.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,158.png,11.682545,5.810997,-5.249355,3.750331,0.999992,0.997015,0.005223,0.977030,+0.824992,+0.822015,-0.169777,+0.802030,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
859,DS-MVTec/capsule/image/crack/016.png,There is a defect in the object. Where is the defect?,Defect Localization,train,158.png,12.485545,-5.696451,-12.395061,2.776754,0.999996,0.003347,0.000004,0.941407,+0.824996,-0.171653,-0.174996,+0.766407,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
860,DS-MVTec/capsule/image/crack/016.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,158.png,3.788013,17.163460,6.288515,3.611944,0.977861,1.000000,0.998146,0.973710,+0.802861,+0.825000,+0.823146,+0.798710,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
861,DS-MVTec/capsule/image/crack/016.png,There is a defect in the object. What additional information can be provided about the defect?,Defect Analysis,train,158.png,-1.235301,13.244136,6.602875,2.606497,0.225255,0.999998,0.998645,0.931279,+0.050255,+0.824998,+0.823645,+0.756279,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,0111,0
862,DS-MVTec/capsule/image/crack/017.png,Is there any defect in the object?,Anomaly Detection,train,167.png,14.724258,-7.512208,-14.936555,3.100277,1.000000,0.000546,0.000000,0.956904,+0.825000,-0.174454,-0.175000,+0.781904,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
863,DS-MVTec/capsule/image/crack/017.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,167.png,11.632493,5.921992,-5.145443,3.751586,0.999991,0.997327,0.005792,0.977058,+0.824991,+0.822327,-0.169208,+0.802058,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
864,DS-MVTec/capsule/image/crack/017.png,There is a defect in the object. Where is the defect?,Defect Localization,train,167.png,12.418091,-5.607454,-12.296659,2.773809,0.999996,0.003657,0.000005,0.941244,+0.824996,-0.171343,-0.174995,+0.766244,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
865,DS-MVTec/capsule/image/crack/017.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,167.png,3.735897,17.264313,6.385442,3.613422,0.976704,1.000000,0.998317,0.973748,+0.801704,+0.825000,+0.823317,+0.798748,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
866,DS-MVTec/capsule/image/crack/017.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,167.png,-5.150133,18.631718,11.485597,2.762769,0.005765,1.000000,0.999990,0.940630,-0.169235,+0.825000,+0.824990,+0.765630,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
867,DS-MVTec/capsule/image/crack/018.png,Is there any defect in the object?,Anomaly Detection,eval,007.png,14.244492,-7.378335,-14.587348,3.026955,0.999999,0.000624,0.000000,0.953777,+0.824999,-0.174376,-0.175000,+0.778777,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
868,DS-MVTec/capsule/image/crack/018.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,007.png,11.009352,6.192378,-4.660050,3.688341,0.999983,0.997959,0.009377,0.975597,+0.824983,+0.822959,-0.165623,+0.800597,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
869,DS-MVTec/capsule/image/crack/018.png,There is a defect in the object. Where is the defect?,Defect Localization,train,007.png,11.817833,-5.328226,-11.819747,2.712171,0.999993,0.004829,0.000007,0.937741,+0.824993,-0.170171,-0.174993,+0.762741,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
870,DS-MVTec/capsule/image/crack/018.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,007.png,3.109889,17.526690,6.856179,3.553033,0.957299,1.000000,0.998948,0.972160,+0.782299,+0.825000,+0.823948,+0.797160,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
871,DS-MVTec/capsule/image/crack/018.png,There is a defect in the object. What additional information can be provided about the defect?,Defect Analysis,train,007.png,-1.912644,13.622286,7.192137,2.544850,0.128684,0.999999,0.999248,0.927227,-0.046316,+0.824999,+0.824248,+0.752227,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
872,DS-MVTec/capsule/image/crack/019.png,Is there any defect in the object?,Anomaly Detection,train,044.png,15.196585,-7.560380,-15.220629,3.160649,1.000000,0.000520,0.000000,0.959326,+0.825000,-0.174480,-0.175000,+0.784326,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
873,DS-MVTec/capsule/image/crack/019.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,044.png,12.180157,5.957641,-5.431114,3.817712,0.999995,0.997421,0.004359,0.978495,+0.824995,+0.822421,-0.170641,+0.803495,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
874,DS-MVTec/capsule/image/crack/019.png,There is a defect in the object. Where is the defect?,Defect Localization,train,044.png,12.925193,-5.568911,-12.554115,2.837985,0.999998,0.003800,0.000004,0.944694,+0.824998,-0.171200,-0.174996,+0.769694,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
875,DS-MVTec/capsule/image/crack/019.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,044.png,4.275079,17.320274,6.119606,3.678486,0.986280,1.000000,0.997806,0.975361,+0.811280,+0.825000,+0.822806,+0.800361,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
876,DS-MVTec/capsule/image/crack/019.png,There is a defect in the object. What effect does the defect have on the capsule?,Defect Analysis,eval,044.png,-7.008259,23.215490,14.634254,3.410863,0.000904,1.000000,1.000000,0.968042,-0.174096,+0.825000,+0.825000,+0.793042,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
877,DS-MVTec/capsule/image/crack/020.png,Is there any defect in the object?,Anomaly Detection,eval,151.png,15.202450,-7.682137,-15.348825,3.182398,1.000000,0.000461,0.000000,0.960167,+0.825000,-0.174539,-0.175000,+0.785167,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
878,DS-MVTec/capsule/image/crack/020.png,There is a defect in the object. What is the type of the defect?,Defect Classification,eval,151.png,12.179924,5.548791,-5.708411,3.806121,0.999995,0.996123,0.003307,0.978249,+0.824995,+0.821123,-0.171693,+0.803249,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
879,DS-MVTec/capsule/image/crack/020.png,There is a defect in the object. Where is the defect?,Defect Localization,eval,151.png,12.945270,-5.951108,-12.824477,2.831261,0.999998,0.002596,0.000003,0.944342,+0.824998,-0.172404,-0.174997,+0.769342,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
880,DS-MVTec/capsule/image/crack/020.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,151.png,4.274063,16.913536,5.844237,3.666929,0.986266,1.000000,0.997112,0.975082,+0.811266,+0.825000,+0.822112,+0.800082,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
881,DS-MVTec/capsule/image/crack/020.png,There is a defect in the object. What is the effect of the defect?,Defect Analysis,train,151.png,-4.829783,18.427280,11.215190,2.771734,0.007925,1.000000,0.999987,0.941129,-0.167075,+0.825000,+0.824987,+0.766129,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
882,DS-MVTec/capsule/image/crack/021.png,Is there any defect in the object?,Anomaly Detection,eval,124.png,15.111274,-7.615718,-15.242702,3.160876,1.000000,0.000492,0.000000,0.959335,+0.825000,-0.174508,-0.175000,+0.784335,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
883,DS-MVTec/capsule/image/crack/021.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,124.png,12.205158,5.416959,-5.786124,3.774223,0.999995,0.995579,0.003060,0.977560,+0.824995,+0.820579,-0.171940,+0.802560,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
884,DS-MVTec/capsule/image/crack/021.png,There is a defect in the object. Where is the defect?,Defect Localization,train,124.png,12.915755,-6.019366,-12.830803,2.801427,0.999997,0.002425,0.000003,0.942753,+0.824997,-0.172575,-0.174997,+0.767753,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
885,DS-MVTec/capsule/image/crack/021.png,There is a defect in the object. What is the appearance of the defect?,Defect Description,train,124.png,4.301767,16.781822,5.765432,3.635060,0.986636,1.000000,0.996876,0.974296,+0.811636,+0.825000,+0.821876,+0.799296,1,1,1,1,1111,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,1111,1
886,DS-MVTec/capsule/image/crack/021.png,There is a defect in the object. What is the potential effect of the defect on the capsule?,Defect Analysis,train,124.png,-6.926469,22.741400,14.376753,3.349615,0.000980,1.000000,0.999999,0.966092,-0.174020,+0.825000,+0.824999,+0.791092,0,1,1,1,0111,Knowledge Guide|Reasoning Expert|Decision Maker,0111,1
887,DS-MVTec/capsule/image/crack/022.png,Is there any defect in the object?,Anomaly Detection,train,158.png,15.548573,-7.779312,-15.607270,3.235809,1.000000,0.000418,0.000000,0.962160,+0.825000,-0.174582,-0.175000,+0.787160,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
888,DS-MVTec/capsule/image/crack/022.png,There is a defect in the object. What is the type of the defect?,Defect Classification,train,158.png,12.676123,5.229424,-6.162046,3.841286,0.999997,0.994672,0.002104,0.978985,+0.824997,+0.819672,-0.172896,+0.803985,1,1,0,1,1101,Reference Extractor|Knowledge Guide|Decision Maker,1101,1
889,DS-MVTec/capsule/image/crack/022.png,There is a defect in the object. Where is the defect?,Defect Localization,train,158.png,13.392860,-6.217525,-13.216319,2.869154,0.999998,0.001990,0.000002,0.946300,+0.824998,-0.173010,-0.174998,+0.771300,1,0,0,1,1001,Reference Extractor|Decision Maker,1001,1
