idx,image_key,question_type,question,vector,p_Ref,p_Know,p_Reason,p_Decide,y_Ref,y_Know,y_Reason,y_Decide,active_experts,n_images
841,DS-MVTec/capsule/image/crack/012.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
842,DS-MVTec/capsule/image/crack/013.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
843,DS-MVTec/capsule/image/crack/013.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
844,DS-MVTec/capsule/image/crack/013.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
845,DS-MVTec/capsule/image/crack/013.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
846,DS-MVTec/capsule/image/crack/013.png,Defect Analysis,There is a defect in the object. What is the effect of the defect on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
847,DS-MVTec/capsule/image/crack/014.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
848,DS-MVTec/capsule/image/crack/014.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
849,DS-MVTec/capsule/image/crack/014.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
850,DS-MVTec/capsule/image/crack/014.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
851,DS-MVTec/capsule/image/crack/014.png,Defect Analysis,There is a defect in the object. How does the defect extend on the lighter-colored half of the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
852,DS-MVTec/capsule/image/crack/015.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
853,DS-MVTec/capsule/image/crack/015.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
854,DS-MVTec/capsule/image/crack/015.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
855,DS-MVTec/capsule/image/crack/015.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
856,DS-MVTec/capsule/image/crack/015.png,Defect Analysis,There is a defect in the object. What is a potential effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
857,DS-MVTec/capsule/image/crack/016.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
858,DS-MVTec/capsule/image/crack/016.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
859,DS-MVTec/capsule/image/crack/016.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
860,DS-MVTec/capsule/image/crack/016.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
861,DS-MVTec/capsule/image/crack/016.png,Defect Analysis,There is a defect in the object. What additional information can be provided about the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
862,DS-MVTec/capsule/image/crack/017.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
863,DS-MVTec/capsule/image/crack/017.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
864,DS-MVTec/capsule/image/crack/017.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
865,DS-MVTec/capsule/image/crack/017.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
866,DS-MVTec/capsule/image/crack/017.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
867,DS-MVTec/capsule/image/crack/018.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
868,DS-MVTec/capsule/image/crack/018.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
869,DS-MVTec/capsule/image/crack/018.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
870,DS-MVTec/capsule/image/crack/018.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
871,DS-MVTec/capsule/image/crack/018.png,Defect Analysis,There is a defect in the object. What additional information can be provided about the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
872,DS-MVTec/capsule/image/crack/019.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
873,DS-MVTec/capsule/image/crack/019.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
874,DS-MVTec/capsule/image/crack/019.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
875,DS-MVTec/capsule/image/crack/019.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
876,DS-MVTec/capsule/image/crack/019.png,Defect Analysis,There is a defect in the object. What effect does the defect have on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
877,DS-MVTec/capsule/image/crack/020.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
878,DS-MVTec/capsule/image/crack/020.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
879,DS-MVTec/capsule/image/crack/020.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
880,DS-MVTec/capsule/image/crack/020.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
881,DS-MVTec/capsule/image/crack/020.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
882,DS-MVTec/capsule/image/crack/021.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
883,DS-MVTec/capsule/image/crack/021.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
884,DS-MVTec/capsule/image/crack/021.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
885,DS-MVTec/capsule/image/crack/021.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
886,DS-MVTec/capsule/image/crack/021.png,Defect Analysis,There is a defect in the object. What is the potential effect of the defect on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
887,DS-MVTec/capsule/image/crack/022.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
888,DS-MVTec/capsule/image/crack/022.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
889,DS-MVTec/capsule/image/crack/022.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
890,DS-MVTec/capsule/image/crack/022.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
891,DS-MVTec/capsule/image/crack/022.png,Defect Analysis,There is a defect in the object. How could the defect potentially affect the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
892,DS-MVTec/capsule/image/faulty_imprint/000.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
893,DS-MVTec/capsule/image/faulty_imprint/000.png,Defect Classification,There are some defects in the object. What type of defects are present in the object?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
894,DS-MVTec/capsule/image/faulty_imprint/000.png,Defect Localization,There are some defects in the object. Where are the defects located?,0001,,,,,0,0,0,1,Decision Maker,1
895,DS-MVTec/capsule/image/faulty_imprint/000.png,Defect Description,There are some defects in the object. What is the appearance of the defects?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
896,DS-MVTec/capsule/image/faulty_imprint/000.png,Defect Analysis,There are some defects in the object. What are the potential effects of these defects?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
897,DS-MVTec/capsule/image/faulty_imprint/001.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
898,DS-MVTec/capsule/image/faulty_imprint/001.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
899,DS-MVTec/capsule/image/faulty_imprint/001.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
900,DS-MVTec/capsule/image/faulty_imprint/001.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
901,DS-MVTec/capsule/image/faulty_imprint/001.png,Defect Analysis,There is a defect in the object. What might the effect of this defect be?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
902,DS-MVTec/capsule/image/faulty_imprint/002.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
903,DS-MVTec/capsule/image/faulty_imprint/002.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
904,DS-MVTec/capsule/image/faulty_imprint/002.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
905,DS-MVTec/capsule/image/faulty_imprint/002.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
906,DS-MVTec/capsule/image/faulty_imprint/002.png,Defect Analysis,"There is a defect in the object. Compared to a normal sample, how does the defective imprint affect the capsule?",1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
907,DS-MVTec/capsule/image/faulty_imprint/003.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
908,DS-MVTec/capsule/image/faulty_imprint/003.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
909,DS-MVTec/capsule/image/faulty_imprint/003.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
910,DS-MVTec/capsule/image/faulty_imprint/003.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
911,DS-MVTec/capsule/image/faulty_imprint/003.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
912,DS-MVTec/capsule/image/faulty_imprint/004.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
913,DS-MVTec/capsule/image/faulty_imprint/004.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
914,DS-MVTec/capsule/image/faulty_imprint/004.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
915,DS-MVTec/capsule/image/faulty_imprint/004.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
916,DS-MVTec/capsule/image/faulty_imprint/004.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
917,DS-MVTec/capsule/image/faulty_imprint/005.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
918,DS-MVTec/capsule/image/faulty_imprint/005.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
919,DS-MVTec/capsule/image/faulty_imprint/005.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
920,DS-MVTec/capsule/image/faulty_imprint/005.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
921,DS-MVTec/capsule/image/faulty_imprint/005.png,Defect Analysis,There is a defect in the object. Is there an additional defect on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
922,DS-MVTec/capsule/image/faulty_imprint/006.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
923,DS-MVTec/capsule/image/faulty_imprint/006.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
924,DS-MVTec/capsule/image/faulty_imprint/006.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
925,DS-MVTec/capsule/image/faulty_imprint/006.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
926,DS-MVTec/capsule/image/faulty_imprint/006.png,Defect Analysis,There is a defect in the object. Is there a secondary defect present on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
927,DS-MVTec/capsule/image/faulty_imprint/007.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
928,DS-MVTec/capsule/image/faulty_imprint/007.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
929,DS-MVTec/capsule/image/faulty_imprint/007.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
930,DS-MVTec/capsule/image/faulty_imprint/007.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
931,DS-MVTec/capsule/image/faulty_imprint/007.png,Defect Analysis,There is a defect in the object. What numerical value is not clearly visible on the defective capsule's imprint?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
932,DS-MVTec/capsule/image/faulty_imprint/008.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
933,DS-MVTec/capsule/image/faulty_imprint/008.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
934,DS-MVTec/capsule/image/faulty_imprint/008.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
935,DS-MVTec/capsule/image/faulty_imprint/008.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
936,DS-MVTec/capsule/image/faulty_imprint/008.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
937,DS-MVTec/capsule/image/faulty_imprint/009.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
938,DS-MVTec/capsule/image/faulty_imprint/009.png,Defect Classification,There is a defect in the object. What is the type of the primary defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
939,DS-MVTec/capsule/image/faulty_imprint/009.png,Defect Localization,There is a defect in the object. Where is the primary defect located?,0001,,,,,0,0,0,1,Decision Maker,1
940,DS-MVTec/capsule/image/faulty_imprint/009.png,Defect Description,There is a defect in the object. What is the appearance of the primary defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
941,DS-MVTec/capsule/image/faulty_imprint/009.png,Defect Analysis,There is a defect in the object. What additional defect is present on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
942,DS-MVTec/capsule/image/faulty_imprint/010.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
943,DS-MVTec/capsule/image/faulty_imprint/010.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
944,DS-MVTec/capsule/image/faulty_imprint/010.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
945,DS-MVTec/capsule/image/faulty_imprint/010.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
946,DS-MVTec/capsule/image/faulty_imprint/010.png,Defect Analysis,There is a defect in the object. What might be the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
947,DS-MVTec/capsule/image/faulty_imprint/011.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
948,DS-MVTec/capsule/image/faulty_imprint/011.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
949,DS-MVTec/capsule/image/faulty_imprint/011.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
950,DS-MVTec/capsule/image/faulty_imprint/011.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
951,DS-MVTec/capsule/image/faulty_imprint/011.png,Defect Analysis,There is a defect in the object. What effect does the defect potentially have on the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
952,DS-MVTec/capsule/image/faulty_imprint/012.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
953,DS-MVTec/capsule/image/faulty_imprint/012.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
954,DS-MVTec/capsule/image/faulty_imprint/012.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
955,DS-MVTec/capsule/image/faulty_imprint/012.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
956,DS-MVTec/capsule/image/faulty_imprint/012.png,Defect Analysis,There is a defect in the object. Is there any additional anomaly besides the imprint defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
957,DS-MVTec/capsule/image/faulty_imprint/013.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
958,DS-MVTec/capsule/image/faulty_imprint/013.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
959,DS-MVTec/capsule/image/faulty_imprint/013.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
960,DS-MVTec/capsule/image/faulty_imprint/013.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
961,DS-MVTec/capsule/image/faulty_imprint/013.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
962,DS-MVTec/capsule/image/faulty_imprint/014.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
963,DS-MVTec/capsule/image/faulty_imprint/014.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
964,DS-MVTec/capsule/image/faulty_imprint/014.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
965,DS-MVTec/capsule/image/faulty_imprint/014.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
966,DS-MVTec/capsule/image/faulty_imprint/014.png,Defect Analysis,There is a defect in the object. What does the defective imprint look like?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
967,DS-MVTec/capsule/image/faulty_imprint/015.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
968,DS-MVTec/capsule/image/faulty_imprint/015.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
969,DS-MVTec/capsule/image/faulty_imprint/015.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
970,DS-MVTec/capsule/image/faulty_imprint/015.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
971,DS-MVTec/capsule/image/faulty_imprint/015.png,Defect Analysis,There is a defect in the object. What does the defect affect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
972,DS-MVTec/capsule/image/faulty_imprint/016.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
973,DS-MVTec/capsule/image/faulty_imprint/016.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
974,DS-MVTec/capsule/image/faulty_imprint/016.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
975,DS-MVTec/capsule/image/faulty_imprint/016.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
976,DS-MVTec/capsule/image/faulty_imprint/016.png,Defect Analysis,There is a defect in the object. How does the defect affect the capsule?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
977,DS-MVTec/capsule/image/faulty_imprint/017.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
978,DS-MVTec/capsule/image/faulty_imprint/017.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
979,DS-MVTec/capsule/image/faulty_imprint/017.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
980,DS-MVTec/capsule/image/faulty_imprint/017.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
981,DS-MVTec/capsule/image/faulty_imprint/017.png,Defect Analysis,There is a defect in the object. How does the defect manifest on the imprint?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
982,DS-MVTec/capsule/image/faulty_imprint/018.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
983,DS-MVTec/capsule/image/faulty_imprint/018.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
984,DS-MVTec/capsule/image/faulty_imprint/018.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
985,DS-MVTec/capsule/image/faulty_imprint/018.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
986,DS-MVTec/capsule/image/faulty_imprint/018.png,Defect Analysis,There is a defect in the object. What is the effect of the defect?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
987,DS-MVTec/capsule/image/faulty_imprint/019.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
988,DS-MVTec/capsule/image/faulty_imprint/019.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
989,DS-MVTec/capsule/image/faulty_imprint/019.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
990,DS-MVTec/capsule/image/faulty_imprint/019.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
991,DS-MVTec/capsule/image/faulty_imprint/019.png,Defect Analysis,There is a defect in the object. What effect does the defect have?,1011,,,,,1,0,1,1,Reference Extractor|Reasoning Expert|Decision Maker,2
992,DS-MVTec/capsule/image/faulty_imprint/020.png,Anomaly Detection,Is there any defect in the object?,1001,,,,,1,0,0,1,Reference Extractor|Decision Maker,2
993,DS-MVTec/capsule/image/faulty_imprint/020.png,Defect Classification,There is a defect in the object. What is the type of the defect?,1101,,,,,1,1,0,1,Reference Extractor|Knowledge Guide|Decision Maker,2
994,DS-MVTec/capsule/image/faulty_imprint/020.png,Defect Localization,There is a defect in the object. Where is the defect?,0001,,,,,0,0,0,1,Decision Maker,1
995,DS-MVTec/capsule/image/faulty_imprint/020.png,Defect Description,There is a defect in the object. What is the appearance of the defect?,1111,,,,,1,1,1,1,Reference Extractor|Knowledge Guide|Reasoning Expert|Decision Maker,2
